caption,facebook_id,link,media_url/0,media_url/1,media_url/2,media_url/3,media_url/4,page_ad_library/id,page_ad_library/is_business_page_active,page_id,page_name,playable_duration_in_ms,post_date,post_id,post_url,share_count,thumbnail,timestamp,top_level_url,total_comment_count,total_reactions/Angry,total_reactions/Care,total_reactions/Haha,total_reactions/Like,total_reactions/Love,total_reactions/Sad,total_reactions/Wow,user,user/__isActor,user/__isEntity,user/__typename,user/answer_agent_group_id,user/delegate_page/id,user/delegate_page/is_business_page_active,user/id,user/is_additional_profile_plus,user/live_video_for_comet_live_ring,user/name,user/profile_picture/height,user/profile_picture/scale,user/profile_picture/uri,user/profile_picture/width,user/profile_url,user/story_bucket/nodes/0/first_story_to_show,user/story_bucket/nodes/0/id,user/story_bucket/nodes/0/should_show_close_friend_badge,user/url,user/work_foreign_entity_info,user/work_info,video_thumbnail,video_url,video_view_count
ফেনীর সুবার বাজারে রাস্তা মেরামতের করছে ইসলামী ছাত্রশিবিরের নেতৃবৃন্দ ও জনশক্তিরা।#Shibir #SafeBangladesh,100064727409076,,,,,,,89225472750,False,100064727409076,Bangladesh Islami Chhatrashibir,,Thu Aug 08 2024 at 10:45,923024446531794,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid0M7tpsVyzW7wFSGDpdC6TdCgdKzeqhtpNrG7c4HoX47woPVnGhvhWGc8Gf4ozffQFl,90,,1723113907,https://www.facebook.com/100064727409076/posts/923024446531794,86,,129,3.0,1643,1499,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
চট্টগ্রাম লোহাগড়ায় রাস্তা পরিস্কার-পরিচ্ছন্নতা অভিযান পরিচালনা করছে ইসলামী ছাত্রশিবিরের জনশক্তিরা।#Shibir #SafeBangladesh,100064727409076,,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/454447006_923006376533601_79205501826808529_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=d8gLnDQfHsgQ7kNvgGsN7g-&_nc_ht=scontent-hou1-1.xx&oh=00_AYAIV3feKV4LPZa48d-ECjSYdUfdurusN7fL7MiwU2Mxfg&oe=66E085D2,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/454497672_923006383200267_4277351990161464264_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=SO8NzQvxaUkQ7kNvgEDFHTX&_nc_ht=scontent-hou1-1.xx&oh=00_AYAMdWCymJZfh1yqehtnNI6N7g1lYOJ5hRXAQFTzu1OC8g&oe=66E08C47,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MjMwMDkzOTY1MzMyOTk6OTIzMDA5Mzk2NTMzMjk5,Bangladesh Islami Chhatrashibir,,Thu Aug 08 2024 at 10:14,923009396533299,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid032zJpuZqnNPU464R8NpykBLjHB33Yd4KfoiSmTCHBkx1NHHhJPJYnZT4pc3J9psTYl,156,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/454447006_923006376533601_79205501826808529_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=d8gLnDQfHsgQ7kNvgGsN7g-&_nc_ht=scontent-hou1-1.xx&oh=00_AYAIV3feKV4LPZa48d-ECjSYdUfdurusN7fL7MiwU2Mxfg&oe=66E085D2,1723112079,https://www.facebook.com/100064727409076/posts/923009396533299,85,,89,3.0,1732,1166,,1.0,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgEkaS0U&_nc_ht=scontent-hou1-1.xx&oh=00_AYC6OGOUrPvc2WkVfcdFVvjUqSourLoG6aMay24qQFrfCg&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
শিক্ষার্থী ও জনগণকে সাথে নিয়ে কাঁধে কাঁধ মিলিয়ে বিভিন্ন মোড়ে ট্রাফিক সিগনাল কার্যক্রম পরিচালনা করে ইসলামী ছাত্রশিবির গাজীপুর মহানগর শাখার জনশক্তি ও দায়িত্বশীলরা।#Shibir #SafeBangladesh,100064727409076,,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/454371076_922992776534961_2901779135441517687_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=wjBZI9YZXVkQ7kNvgEAWNwe&_nc_ht=scontent-hou1-1.xx&oh=00_AYD3gAOKsCOhX_HyVIxyeHHBWt9w40kieLg-cdAlYW4kAQ&oe=66E09185,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/454562103_922992769868295_7257041045707695312_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=svemm2O8y0IQ7kNvgGJh19E&_nc_ht=scontent-hou1-1.xx&oh=00_AYCgM8TnMrmjp6OedvEorUVEadV-_FxaDtGFJYLq0BV5zw&oe=66E07F24,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/454740153_922992763201629_6611604773545794226_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=REkmRv0snVsQ7kNvgGpgr4D&_nc_ht=scontent-hou1-1.xx&oh=00_AYApg6lakPvsdauFl3f0Fila04iFajhkTEA9i_UPHcdN1A&oe=66E08F9E,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MjI5OTMyNzMyMDE1Nzg6OTIyOTkzMjczMjAxNTc4,Bangladesh Islami Chhatrashibir,,Thu Aug 08 2024 at 9:47,922993273201578,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid02nBop7dWYHwUTmHKUVrMPFZj9JCzhWybj5Yr5t3uhrESthhYZ6JQsAc84UcfHPjnyl,98,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/454371076_922992776534961_2901779135441517687_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=wjBZI9YZXVkQ7kNvgEAWNwe&_nc_ht=scontent-hou1-1.xx&oh=00_AYD3gAOKsCOhX_HyVIxyeHHBWt9w40kieLg-cdAlYW4kAQ&oe=66E09185,1723110471,https://www.facebook.com/100064727409076/posts/922993273201578,48,,73,,1124,776,,1.0,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgEkaS0U&_nc_ht=scontent-hou1-1.xx&oh=00_AYC6OGOUrPvc2WkVfcdFVvjUqSourLoG6aMay24qQFrfCg&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
"ট্রাফিক কার্যক্রম পরিচালনারত ছাত্রদের মাঝে খাবার, স্যালাইন ও পানি বিতরণ করে ইসলামী ছাত্রশিবির ঢাকা মহানগর পশ্চিম শাখা দায়িত্বশীলবৃন্দ।#SafeBangladesh #Shibir",100064727409076,,,,,,,89225472750,False,100064727409076,Bangladesh Islami Chhatrashibir,,Thu Aug 08 2024 at 9:16,922978579869714,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid0ctkL4V39J2PphtWsYBvKaHh5ZJfmEdMrMaTAdqRRqPwzBmHBeYmPSh4Q5nEfAFn1l,155,,1723108619,https://www.facebook.com/100064727409076/posts/922978579869714,61,,213,7.0,2281,2099,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ভোলা শহরের বিভিন্ন স্থানে পরিস্কার-পরিচ্ছন্নতা অভিযান পরিচালনা করছে ইসলামী ছাত্রশিবিরের জনশক্তিরা।#Shibir #SafeBangladesh,100064727409076,,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454446054_922955136538725_1903314828351632759_n.jpg?stp=dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=6-NmHVeSibAQ7kNvgEHpZp8&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYCPUaL95EhqnNtDfwqPP4nfwrUwthTc3Jya_aK2tVJ21w&oe=66E072FF,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454416508_922955133205392_3085999282739652302_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=gnRXRjDIdhsQ7kNvgH24OZa&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYDs3RJHnFtVxzd_P1X-H3IWJNE6L8LTPmEY1b55w4XcrA&oe=66E07D33,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454492618_922955119872060_407622540940563536_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=FePQVrM2JIoQ7kNvgG3F6vY&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYAEN_2MngPYkYQc7OLqyzlausO5ggvWwXwCSqUvMQzxYA&oe=66E0885F,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454613913_922955143205391_6106253761736691785_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=aGHW2fHEUvAQ7kNvgEyQj0s&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYDhwjpsPuh5SgTq7jhJlAImApAD6y6bjONhKTpDQPSGPw&oe=66E090CF,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454422507_922955076538731_3454547367537771982_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=eUQ9bCdb-HAQ7kNvgGxhsev&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYDaUiA8QVL-yz7yt33YU8HMDF2cdiPOjgQP1zXIIuXLwg&oe=66E08D86,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MjI5NTU0MDY1Mzg2OTg6OTIyOTU1NDA2NTM4Njk4,Bangladesh Islami Chhatrashibir,,Thu Aug 08 2024 at 8:31,922955406538698,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid02tY4gw2Uakr9BvmUHkX23VqF2JvohWKABVNeTmrFcFM2xQwRLVXXPg35YBaQSoggCl,85,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454446054_922955136538725_1903314828351632759_n.jpg?stp=dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=6-NmHVeSibAQ7kNvgEHpZp8&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYCPUaL95EhqnNtDfwqPP4nfwrUwthTc3Jya_aK2tVJ21w&oe=66E072FF,1723105918,https://www.facebook.com/100064727409076/posts/922955406538698,38,,53,,773,544,,,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgHAHfBt&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYCScTTp6t3hVEr-wnKyQtWKwr8FLRgQendmNo8zPD0hhA&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
শিক্ষার্থী ও জনগণকে সাথে নিয়ে কাঁধে কাঁধ মিলিয়ে ঢাকার বিভিন্ন মোড়ে ট্রাফিক সিগনাল কার্যক্রম পরিচালনা করে ইসলামী ছাত্রশিবির ঢাকা মহানগর উত্তর শাখার জনশক্তি ও দায়িত্বশীলরা।#Shibir #SafeBangladesh,100064727409076,,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454422338_922930579874514_2844045192811315054_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=LLR_qI1HeEEQ7kNvgFPwoVk&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYA2_yOq41Z8owqyhOitHhUK-UzofkR6CJYletfatJnATA&oe=66E06BF9,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454589557_922930586541180_1302066730817126543_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=z4OCh0XoR7YQ7kNvgEPgLsl&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYC610UvoC4gE5W2vwM_WFr2p9HMTedUj1oKwwSRybttQg&oe=66E0A2B9,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454453777_922930606541178_5300236468134397462_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=7cgCsanK7IwQ7kNvgF8_EtQ&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYAZ5RGjNDjJPZG4rn6hTitsbOEt2YS8Ro3zuKK5IXcyRw&oe=66E0721E,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454613265_922930716541167_5571168298953672430_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=PrBr_gaAs9AQ7kNvgETCFou&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYCDDGS3lm7T84kWb453AIylVBa1oFKRHYAcTIyiOTIHNw&oe=66E09647,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454440267_922930669874505_8644053152190540844_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=FE67FjAvsN0Q7kNvgG4ZW6A&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYD4YqlQMhAXre_Lj4HqCUnV60zqNYJ8l1yt5wSHXD9O-A&oe=66E088D4,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MjI5MzA5MjMyMDc4MTM6OTIyOTMwOTIzMjA3ODEz,Bangladesh Islami Chhatrashibir,,Thu Aug 08 2024 at 7:52,922930923207813,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid0XkPJoZTm9WQyyu13tKwwB9oDLk1qBV2MSwKw78APqAY9K3n8BmRtbEdyt7ZQe2vPl,119,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/454422338_922930579874514_2844045192811315054_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=LLR_qI1HeEEQ7kNvgFPwoVk&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYA2_yOq41Z8owqyhOitHhUK-UzofkR6CJYletfatJnATA&oe=66E06BF9,1723103564,https://www.facebook.com/100064727409076/posts/922930923207813,36,,100,1.0,1380,868,,1.0,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgHAHfBt&_nc_ht=scontent.faus1-1.fna&_nc_gid=AHP7A-a3odB4C3KIPQ8hVRd&oh=00_AYCScTTp6t3hVEr-wnKyQtWKwr8FLRgQendmNo8zPD0hhA&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
নীলফামারীর মিলনপল্লী মন্দির কর্তৃপক্ষের সাথে সৌজন্য সাক্ষাৎ ও পাহারায় নিয়োজিত আছেন ছাত্রশিবির নীলফামারী শহর শাখার নেতৃবৃন্দ। #ReligiousHarmony #Shibir,100064727409076,,,,,,,89225472750,False,100064727409076,Bangladesh Islami Chhatrashibir,,Thu Aug 08 2024 at 3:48,922827326551506,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid02Yzu9Wuhx9yhN87ya3HfMffdyj7cBzb1BTvQi5VUGc3Sr1BA4gWA9XbvVD4fwpKD9l,212,,1723088927,https://www.facebook.com/100064727409076/posts/922827326551506,97,,121,,3117,1256,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
মেহেরপুর বড় বাজারের মন্দির পাহারা দিচ্ছেন ছাত্রশিবিরের নেতৃবৃন্দ। #ReligiousHarmony #Shibir,100064727409076,,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/454355421_922599426574296_3067770225538312256_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=aks3cIobZDAQ7kNvgEb2rIJ&_nc_ht=scontent-ord5-1.xx&_nc_gid=AeQRjrozpPuSb2jYbUUcGra&oh=00_AYCKuJUhHoVbd9daIUL1_AwdDE40smDSV91PI9rdkJJQGw&oe=66E075AC,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MjI1OTk2Mzk5MDc2MDg6OTIyNTk5NjM5OTA3NjA4,Bangladesh Islami Chhatrashibir,,Wed Aug 07 2024 at 18:39,922599639907608,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid023bYViA7xTEzwd1fxksKLPqmkyirjvqkEk2LH4Xikys2viy4UvMDMm9ftSHCarCml,317,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/454355421_922599426574296_3067770225538312256_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=aks3cIobZDAQ7kNvgEb2rIJ&_nc_ht=scontent-ord5-1.xx&_nc_gid=AeQRjrozpPuSb2jYbUUcGra&oh=00_AYCKuJUhHoVbd9daIUL1_AwdDE40smDSV91PI9rdkJJQGw&oe=66E075AC,1723055987,https://www.facebook.com/100064727409076/posts/922599639907608,128,,138,9.0,3216,1465,1.0,3.0,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgF_ZKH-&_nc_ht=scontent-ord5-1.xx&_nc_gid=AeQRjrozpPuSb2jYbUUcGra&oh=00_AYArx33NyFPyQrgrXPBcJOMok0zAzJuYd6h32R2OtI8b2g&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
খুলনা মহানগর সোনাডাঙ্গা থানার সংখ্যালঘুদের বাসা-বাড়ি ও ধর্মীয় উপাসনালয় পাহারায় আছেন ছাত্রশিবির খুলনা মহানগর দায়িত্বশীলবৃন্দ।#ReligiousHarmony #Shibir,100064727409076,,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/454523773_922550806579158_8769102441375794911_n.jpg?stp=dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=pHjsq6fjdVYQ7kNvgHVrqmE&_nc_ht=scontent-ord5-1.xx&_nc_gid=AeQRjrozpPuSb2jYbUUcGra&oh=00_AYC4o6Lq9t5keZjqTY-svthVhwsuhJDTH9c0Uh6PFbqCpw&oe=66E08CE1,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/454533244_922550786579160_1495234092374755167_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=zWYqyw_qDnEQ7kNvgGZClY0&_nc_ht=scontent-ord5-2.xx&_nc_gid=AeQRjrozpPuSb2jYbUUcGra&oh=00_AYB6__kOTWblYl1WPIwQZR5iwX42UwnlD_UhSM2y-6GfNA&oe=66E083DD,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MjI1NzIwMTMyNDM3MDQ6OTIyNTcyMDEzMjQzNzA0,Bangladesh Islami Chhatrashibir,,Wed Aug 07 2024 at 17:45,922572013243704,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid0Y3rn3zDhgtayvWkaoyL9qq1EFE5Sn2zLB5mWFp9Gt4z2xkbYsjNdzQ4yQd5vHeUxl,436,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/454523773_922550806579158_8769102441375794911_n.jpg?stp=dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=pHjsq6fjdVYQ7kNvgHVrqmE&_nc_ht=scontent-ord5-1.xx&_nc_gid=AeQRjrozpPuSb2jYbUUcGra&oh=00_AYC4o6Lq9t5keZjqTY-svthVhwsuhJDTH9c0Uh6PFbqCpw&oe=66E08CE1,1723052704,https://www.facebook.com/100064727409076/posts/922572013243704,132,,140,2.0,3862,1754,2.0,,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgF_ZKH-&_nc_ht=scontent-ord5-1.xx&_nc_gid=AeQRjrozpPuSb2jYbUUcGra&oh=00_AYArx33NyFPyQrgrXPBcJOMok0zAzJuYd6h32R2OtI8b2g&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
ইসলামী ছাত্রশিবির গাজীপুর মহানগর শাখার উদ্যোগে স্বৈরাচার থেকে মুক্তির আন্দোলনে শহীদদের গায়েবানা জানাজা অনুষ্ঠিত। #RememberingOurHeroes #Shibir,100064727409076,,,,,,,89225472750,False,100064727409076,Bangladesh Islami Chhatrashibir,,Wed Aug 07 2024 at 17:4,922550436579195,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid028vyaWQgfjYdx5gNgPNUYmr5eqSmoQnSesYsaCjU8oyDfe17kpMixTXrQWKyinqKhl,231,,1723050264,https://www.facebook.com/100064727409076/posts/922550436579195,84,,219,2.0,3074,2161,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
ইসলামী ছাত্রশিবিরের নোয়াখালী জেলা দক্ষিণ শাখার উদ্যোগে স্বৈরাচার থেকে মুক্তির আন্দোলনে শহীদদের গায়েবানা জানাজা অনুষ্ঠিত। #RememberingOurHeroes #Shibir,100064727409076,,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/454324378_922505739916998_1329612566043925058_n.jpg?stp=cp6_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=v-9iahqYQNkQ7kNvgF4tczm&_nc_ht=scontent-ord5-2.xx&_nc_gid=AVlbEhHHHMoYiRfwFoOMeeM&oh=00_AYB8B5M-bBSsUEjzarIPGu8CCCU2kNMhXJipsKO1Bo1MQg&oe=66E09DFE,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/454430367_922505766583662_3505013524977422221_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=TS3Dr_NAGnYQ7kNvgGHYjH8&_nc_ht=scontent-ord5-2.xx&_nc_gid=AVlbEhHHHMoYiRfwFoOMeeM&oh=00_AYB32tj2qTsYZbFkx5X2N-YjlD3BzaYBnHBoGZb4Ps2wiQ&oe=66E06DBB,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MjI1MDU5MTMyNTAzMTQ6OTIyNTA1OTEzMjUwMzE0,Bangladesh Islami Chhatrashibir,,Wed Aug 07 2024 at 15:41,922505913250314,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid0xfEbJrc5UaN9C1GaacrwLfjP73ip5QXwMjUz5As2TVzLTCs1EmoNSiKJRqL8Ljftl,151,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/454324378_922505739916998_1329612566043925058_n.jpg?stp=cp6_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=v-9iahqYQNkQ7kNvgF4tczm&_nc_ht=scontent-ord5-2.xx&_nc_gid=AVlbEhHHHMoYiRfwFoOMeeM&oh=00_AYB8B5M-bBSsUEjzarIPGu8CCCU2kNMhXJipsKO1Bo1MQg&oe=66E09DFE,1723045287,https://www.facebook.com/100064727409076/posts/922505913250314,111,,216,4.0,4015,2328,5.0,,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgHScATD&_nc_ht=scontent-ord5-2.xx&_nc_gid=AVlbEhHHHMoYiRfwFoOMeeM&oh=00_AYAOvvOiAAw8EbodGXEnug1JE8RQ8vShISxMC8p0llWM0A&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
